Position,Track Name,Artist,Streams,URL,Week Start Date,Week End Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
80,Échame La Culpa,Luis Fonsi,2009457,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-12-29,2018-01-05,0.0322,Échame La Culpa,0.724,173720,0.895,False,https://i.scdn.co/image/df806f7b53e0d4404c9b057347f2f9c2dacf6929,0.0,7,0.097,-3.617,1,32,0.0411,96.022,4,0.64
81,White Iverson,Post Malone,1998000,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2017-12-29,2018-01-05,0.233,Stoney (Deluxe),0.675,256533,0.562,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,7,0.0816,-7.678,1,80,0.0352,130.098,4,0.309
82,Magnolia,Playboi Carti,1992610,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2017-12-29,2018-01-05,0.0113,Playboi Carti,0.791,181812,0.581,True,https://i.scdn.co/image/e5b4319de870de7b1c6837de4725cea1a98b90ec,0.0,11,0.35,-7.323,0,76,0.286,162.99,4,0.438
83,Mi Gente,J Balvin,1979480,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-12-29,2018-01-05,0.0148,Mi Gente,0.543,189440,0.677,False,https://i.scdn.co/image/d7568e93704a1bb56e863a6e3a186308ce166c60,6.21e-06,11,0.13,-4.915,0,26,0.0993,103.809,4,0.294
84,Closer,The Chainsmokers,1937933,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-12-29,2018-01-05,0.414,Closer,0.748,244960,0.524,False,https://i.scdn.co/image/2e244b9284d317b2019bb9fd44d9a086210d4974,0.0,8,0.111,-5.599,1,85,0.0338,95.01,4,0.661
85,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1925003,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,2017-12-29,2018-01-05,0.0552,Grateful,0.609,288600,0.668,True,https://i.scdn.co/image/f26e40fe6fd640f3106487566233e0f364b9dcb7,0.0,7,0.167,-4.284,1,77,0.0367,80.924,4,0.811
86,Ice Tray,Quality Control,1903533,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,2017-12-29,2018-01-05,0.0247,Quality Control: Control The Streets Volume 1,0.889,213613,0.494,True,https://i.scdn.co/image/2a037baaf2b2fe67f354d32c667efb9e1610252b,0.0,8,0.12,-5.578,0,73,0.139,129.968,4,0.24
87,New Freezer (feat. Kendrick Lamar),Rich The Kid,1896115,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,2017-12-29,2018-01-05,0.0424,New Freezer (feat. Kendrick Lamar),0.888,193173,0.664,True,https://i.scdn.co/image/c05a6f8c18e8f77f881c07c236f60bb81306f89d,0.0,0,0.0734,-10.13,1,9,0.341,140.012,4,0.53
88,iSpy (feat. Lil Yachty),KYLE,1891060,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-12-29,2018-01-05,0.378,iSpy (feat. Lil Yachty),0.746,253107,0.653,True,https://i.scdn.co/image/f16a925a9d2ac7f03e1fcbc226b740af06d5d65b,0.0,7,0.229,-6.745,1,76,0.289,75.016,4,0.672
89,That's What I Like,Bruno Mars,1888517,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-12-29,2018-01-05,0.013,24K Magic,0.853,206693,0.56,False,https://i.scdn.co/image/63ddbd647a5a4e672da6b6eb29cfc38c985bffca,0.0,1,0.0944,-4.961,1,83,0.0406,134.066,4,0.86
90,The Weekend,SZA,1872398,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,2017-12-29,2018-01-05,0.241,Ctrl,0.487,272187,0.366,True,https://i.scdn.co/image/858107cdf591e0257617a751f331f7bc1debcfca,0.0,8,0.126,-9.405,0,74,0.0531,68.191,5,0.161
91,Bad and Boujee (feat. Lil Uzi Vert),Migos,1870871,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-12-29,2018-01-05,0.061,Culture,0.927,343150,0.665,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,11,0.123,-5.313,1,77,0.244,127.076,4,0.175
92,Losin Control,Russ,1862623,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2017-12-29,2018-01-05,0.515,There's Really A Wolf,0.759,237507,0.245,True,https://i.scdn.co/image/7f5511ed5fd0c3d02ae19655a26a9b3ee6937f5b,0.000154,6,0.102,-6.545,1,78,0.138,96.992,4,0.209
93,Modern Slavery,Huncho Jack,1848406,https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL,2017-12-29,2018-01-05,0.00158,"Huncho Jack, Jack Huncho",0.737,148560,0.737,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,4,0.28,-3.72,0,69,0.238,134.066,4,0.5
94,Sauce It Up,Lil Uzi Vert,1842434,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,2017-12-29,2018-01-05,0.0715,Luv Is Rage 2,0.813,207039,0.528,True,https://i.scdn.co/image/ead73f726959b82d78c41d28ca41edfef92b1c87,0.0,6,0.125,-6.305,0,74,0.313,79.532,4,0.131
95,Delicate,Taylor Swift,1827367,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,2017-12-29,2018-01-05,0.216,reputation,0.75,232253,0.404,False,https://i.scdn.co/image/790a5152a158b8088b7e7fd5730c450d07c3fc49,0.000357,9,0.0911,-10.178,0,80,0.0682,95.045,4,0.0499
96,Look What You Made Me Do,Taylor Swift,1809972,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,2017-12-29,2018-01-05,0.204,reputation,0.766,211853,0.709,False,https://i.scdn.co/image/39cb05d373ddb356dd8f5357810ab35fdec9f6e1,1.41e-05,9,0.126,-6.471,0,21,0.123,128.07,4,0.506
97,Say You Won't Let Go,James Arthur,1805636,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-12-29,2018-01-05,0.695,Back from the Edge,0.358,211467,0.557,False,https://i.scdn.co/image/c8637be962e25fe28fc53d9f6d6896b60589aeff,0.0,10,0.0902,-7.398,1,83,0.059,85.043,4,0.494
98,What Ifs,Kane Brown,1798785,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,2017-12-29,2018-01-05,0.00898,Kane Brown,0.612,188253,0.799,False,https://i.scdn.co/image/cd3bf63e9739f644d41c19bffeaee4feeb0e3c4a,0.0,10,0.172,-4.603,1,77,0.0275,125.976,4,0.687
99,The Greatest Show,Hugh Jackman,1791063,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,2017-12-29,2018-01-05,0.000239,The Greatest Show,0.417,302147,0.824,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0545,11,0.0725,-7.36,0,64,0.105,157.92,4,0.4
100,Relationship (feat. Future),Young Thug,1782457,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2017-12-29,2018-01-05,0.00252,Beautiful Thugger Girls,0.842,215307,0.597,True,https://i.scdn.co/image/3d680debfbef703f9c16d30ab6d22c235eb74fa6,0.0,2,0.124,-6.336,1,75,0.0627,145.992,4,0.298
101,Strip That Down,Liam Payne,1781576,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,2017-12-29,2018-01-05,0.246,Strip That Down,0.869,204502,0.485,False,https://i.scdn.co/image/978fbc15d3eea96ec902061a305880abdcd0465c,0.0,6,0.0765,-5.595,1,26,0.0545,106.028,4,0.527
102,This Is Me,Keala Settle,1779716,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,2017-12-29,2018-01-05,0.00583,This Is Me,0.284,234707,0.704,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.000115,2,0.0424,-7.276,1,70,0.186,191.702,4,0.1
103,Passionfruit,Drake,1773110,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-12-29,2018-01-05,0.256,More Life,0.809,298941,0.463,True,https://i.scdn.co/image/8f5f72b3aadb8829d740137fd4a217853cdf82b7,0.085,11,0.109,-11.377,1,24,0.0396,111.98,4,0.364
104,Black & Chinese,Huncho Jack,1767779,https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU,2017-12-29,2018-01-05,0.00277,"Huncho Jack, Jack Huncho",0.663,172017,0.842,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.000974,1,0.123,-4.152,1,67,0.101,159.132,4,0.346
105,One Dance,Drake,1766161,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-12-29,2018-01-05,0.00784,Views,0.791,173987,0.619,False,https://i.scdn.co/image/b48b1b7e56f424818f2e8df537c3b692740f100b,0.00423,1,0.351,-5.886,1,28,0.0532,103.989,4,0.371
106,Bounce Back,Big Sean,1748478,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-12-29,2018-01-05,0.105,I Decided.,0.77,222360,0.567,True,https://i.scdn.co/image/d2fdf6b4ea3ea023509ec858ceafdbbf20c67611,0.0,2,0.125,-5.698,1,78,0.175,81.477,4,0.26
107,Wait,Maroon 5,1737664,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,2017-12-29,2018-01-05,0.0889,Red Pill Blues (Deluxe),0.659,190643,0.604,False,https://i.scdn.co/image/abb3bc8412c67d8d303cbd49a6c4031b0a43e9f2,0.0,8,0.105,-5.084,1,20,0.0542,126.135,4,0.407
108,IDGAF,Dua Lipa,1736543,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2017-12-29,2018-01-05,0.0403,Dua Lipa (Deluxe),0.836,217947,0.544,True,https://i.scdn.co/image/c636ec3570b43a2814717b59347324025b141552,0.0,7,0.0824,-5.975,1,86,0.0943,97.028,4,0.51
109,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1720559,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,2017-12-29,2018-01-05,0.435,So Far Away (feat. Jamie Scott & Romy Dya),0.526,183637,0.52,False,https://i.scdn.co/image/6f8b0da9c6b6d6f068dbb410812651c71b3d0550,0.0,6,0.197,-7.985,0,76,0.0569,149.119,4,0.13
110,It's A Vibe,2 Chainz,1714466,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2017-12-29,2018-01-05,0.0317,Pretty Girls Like Trap Music,0.822,210200,0.505,True,https://i.scdn.co/image/19c7c77d62f91b42d479042285aeffa49f5b5037,0.000911,7,0.114,-7.384,1,76,0.147,73.003,4,0.523
111,Sensualidad,Bad Bunny,1708987,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-12-29,2018-01-05,0.423,Sensualidad,0.807,297485,0.681,False,https://i.scdn.co/image/2d310d7af249b0938ff92a002dd3133cdd50f757,0.0,11,0.0962,-6.268,1,78,0.0983,140.006,4,0.676
112,Man's Not Hot,Big Shaq,1705319,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,2017-12-29,2018-01-05,0.11,Man's Not Hot,0.895,186027,0.885,False,https://i.scdn.co/image/b4e78b43d7fd35015e84b37128ceab6ec54b38dc,4.04e-05,0,0.106,-4.182,1,22,0.268,134.973,4,0.633
113,Dusk Till Dawn - Radio Edit,ZAYN,1696855,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2017-12-29,2018-01-05,0.101,Dusk Till Dawn (Radio Edit),0.258,239000,0.437,False,https://i.scdn.co/image/492de7f87c8a94d7af46a332eb3688a41f1e0b0d,1.27e-06,11,0.106,-6.593,0,83,0.039,180.043,4,0.0967
114,Transportin',Kodak Black,1695673,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,2017-12-29,2018-01-05,0.0319,Project Baby 2,0.804,169345,0.66,True,https://i.scdn.co/image/3d461dd2722e109db7e55b69ab8cd6fbfd6041b0,0.0,10,0.103,-4.86,0,74,0.0726,94.053,4,0.257
115,Tunnel Vision,Kodak Black,1691559,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2017-12-29,2018-01-05,0.0576,Painting Pictures,0.497,268187,0.489,True,https://i.scdn.co/image/482b2cb28d0f20ad28357429045a5ff5bb6ed42c,9.91e-05,11,0.122,-7.724,0,76,0.294,171.853,4,0.231
116,do re mi,blackbear,1686621,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,2017-12-29,2018-01-05,0.00419,digital druglord,0.742,212027,0.599,True,https://i.scdn.co/image/8eea0dd856fda2d20d00ada8d038003621b108ad,1.02e-05,8,0.126,-6.256,1,78,0.0465,110.977,3,0.154
117,Havana - Remix,Camila Cabello,1685665,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,2017-12-29,2018-01-05,0.398,Havana (Remix),0.751,199095,0.579,False,https://i.scdn.co/image/188efd364de2001137c0676978a5660479e19ebc,2.28e-05,2,0.133,-4.036,1,73,0.0321,105.031,4,0.349
118,Something Just Like This,The Chainsmokers,1671423,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-12-29,2018-01-05,0.0498,Memories...Do Not Open,0.617,247160,0.635,False,https://i.scdn.co/image/ec1d389f4b448463b81513c0c5d5e1f6c34faa63,1.44e-05,11,0.164,-6.769,0,82,0.0317,103.019,4,0.446
119,...Ready For It?,Taylor Swift,1667020,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,2017-12-29,2018-01-05,0.0527,reputation,0.613,208187,0.764,False,https://i.scdn.co/image/790a5152a158b8088b7e7fd5730c450d07c3fc49,0.0,2,0.197,-6.509,1,74,0.136,160.015,4,0.417
120,Never Enough,Loren Allred,1664205,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,2017-12-29,2018-01-05,0.423,The Greatest Showman (Original Motion Picture Soundtrack),0.277,207787,0.394,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,8,0.0952,-8.903,1,81,0.0336,86.777,3,0.227
121,There's Nothing Holdin' Me Back,Shawn Mendes,1654962,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,2017-12-29,2018-01-05,0.381,Illuminate (Deluxe),0.857,199440,0.8,False,https://i.scdn.co/image/a722bc756928bcb05e3882bef445d483a941720b,0.0,2,0.0913,-4.035,1,31,0.0583,121.996,4,0.966
122,Marry Me,Thomas Rhett,1654596,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,2017-12-29,2018-01-05,0.113,Life Changes,0.588,205453,0.408,False,https://i.scdn.co/image/91302a72b1f5e845c4ad878cbbc0a22062d72441,0.0,3,0.13,-8.662,1,76,0.0237,85.008,4,0.484
123,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1650337,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-12-29,2018-01-05,0.0265,DAMN.,0.658,227360,0.535,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,9,0.2,-8.983,0,74,0.0573,110.684,4,0.419
124,The Race,Tay-K,1647641,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,2017-12-29,2018-01-05,0.00266,#SantanaWorld (+),0.766,140000,0.606,True,https://i.scdn.co/image/d59ada57bde5e2227d57351a494dc272cb315146,0.0,9,0.166,-6.064,1,75,0.456,160.223,4,0.352
125,Eye 2 Eye,Huncho Jack,1644847,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx,2017-12-29,2018-01-05,0.00125,"Huncho Jack, Jack Huncho",0.811,190679,0.65,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,2,0.102,-4.41,1,67,0.128,146.028,4,0.179
126,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1642657,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,2017-12-29,2018-01-05,0.15,Dark Knight Dummo (Feat. Travis Scott),0.379,256163,0.824,True,https://i.scdn.co/image/90c12589064ff31bec49147d91ca0c28f6ef8567,0.0,8,0.138,-2.881,0,75,0.0975,121.056,4,0.226
127,Everybody Dies In Their Nightmares,XXXTENTACION,1625249,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2017-12-29,2018-01-05,0.847,17,0.734,95467,0.57,True,https://i.scdn.co/image/46bc351f18dbb3dddcf451fa962737c3a2aff0ff,2.14e-05,7,0.112,-7.066,0,86,0.133,129.953,4,0.689
128,Bring It Back (with Drake & Mike WiLL Made-It),Trouble,1617158,https://open.spotify.com/track/6wQlT5VQU5eM4NYBIJ6wO5,2017-12-29,2018-01-05,0.233,Bring It Back (with Drake & Mike WiLL Made-It),0.88,254779,0.316,True,https://i.scdn.co/image/aed9da4df6b2f9b7dc170186412d7b9be2b9b265,8.03e-06,6,0.111,-5.805,0,2,0.433,152.04,4,0.2
129,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1616704,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,2017-12-29,2018-01-05,0.133,At What Cost,0.728,176702,0.607,True,https://i.scdn.co/image/70d370d4287b37508c2b69aa138eae5d70827e24,0.0,1,0.0864,-8.417,0,73,0.132,129.938,4,0.445
130,A Million Dreams,Ziv Zaifman,1595062,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,2017-12-29,2018-01-05,0.243,The Greatest Showman (Original Motion Picture Soundtrack),0.265,269453,0.312,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.0,7,0.0893,-11.689,1,81,0.0569,54.747,3,0.0998
131,Stay,Zedd,1587562,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,2017-12-29,2018-01-05,0.221,Stay +,0.671,210400,0.628,False,https://i.scdn.co/image/6ccfaa8b1842c14797f8a706814afd468472470e,0.0,5,0.114,-5.049,0,55,0.0759,102.037,4,0.537
132,I Like Me Better,Lauv,1579044,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,2017-12-29,2018-01-05,0.535,I Like Me Better,0.752,197437,0.505,False,https://i.scdn.co/image/a027cb3b321afbe699ebed8fbc6cf8bbb4d0f1bb,2.55e-06,9,0.104,-7.621,1,85,0.253,91.97,4,0.419
133,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1565875,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,2017-12-29,2018-01-05,0.0329,Grateful,0.671,204173,0.672,True,https://i.scdn.co/image/f26e40fe6fd640f3106487566233e0f364b9dcb7,0.0,0,0.118,-3.094,0,77,0.0688,97.98,4,0.632
134,Icon,Jaden Smith,1563987,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b,2017-12-29,2018-01-05,0.222,SYRE,0.786,220996,0.82,True,https://i.scdn.co/image/a4a58c36408465b655c56a8dabcf3d3ad37b0f2a,0.0,9,0.575,-5.093,0,78,0.232,119.982,4,0.49
135,No Role Modelz,J. Cole,1551632,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2017-12-29,2018-01-05,0.302,2014 Forest Hills Drive,0.696,292987,0.521,True,https://i.scdn.co/image/176606ea8b00ee668e47de155c95a6fc1418bad6,0.0,10,0.0565,-8.465,0,81,0.332,100.0,4,0.458
136,Corazón,Maluma,1551370,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2017-12-29,2018-01-05,0.283,Corazón,0.871,184067,0.768,False,https://i.scdn.co/image/80f0fd1a01374f316949d1da019c74063316b976,2.25e-05,4,0.162,-5.401,0,24,0.122,98.989,4,0.765
137,La Modelo,Ozuna,1541713,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,2017-12-29,2018-01-05,0.213,La Modelo (feat. Cardi B),0.822,256551,0.743,False,https://i.scdn.co/image/e17ad02bfd45dc92b34eace0af48b09ea7dd5157,0.0103,1,0.0957,-2.038,1,60,0.0451,98.005,4,0.78
138,Starboy,The Weeknd,1537914,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-12-29,2018-01-05,0.165,Starboy,0.681,230453,0.594,True,https://i.scdn.co/image/4816c45ce6ef1e45df6a84784d2123595f787182,3.49e-06,7,0.134,-7.028,1,25,0.282,186.054,4,0.535
139,T-Shirt,Migos,1537577,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2017-12-29,2018-01-05,0.242,Culture,0.865,242407,0.687,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,10,0.158,-3.744,0,74,0.217,139.023,4,0.486
140,Slide (feat. Frank Ocean & Migos),Calvin Harris,1537262,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-12-29,2018-01-05,0.498,Funk Wav Bounces Vol.1,0.736,230813,0.795,True,https://i.scdn.co/image/c3bca5f6e386f6c524800eb269c8483ce69909bd,1.21e-06,1,0.254,-3.299,0,69,0.0545,104.066,4,0.511
141,Pills & Automobiles,Chris Brown,1535080,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,2017-12-29,2018-01-05,0.119,Heartbreak on a Full Moon,0.82,293435,0.696,True,https://i.scdn.co/image/2d30383f8061087e0377a8fd737e81f915057736,0.0,7,0.232,-4.918,0,63,0.182,144.981,4,0.617
142,Tip Toe (feat. French Montana),Jason Derulo,1531691,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,2017-12-29,2018-01-05,0.0233,Tip Toe (feat. French Montana),0.845,187521,0.709,False,https://i.scdn.co/image/683c33bc586cbc6b91e95c4f08f49e17f969f9e9,0.0,10,0.094,-4.547,0,76,0.0714,98.062,4,0.62
143,wokeuplikethis*,Playboi Carti,1528463,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,2017-12-29,2018-01-05,0.0138,Playboi Carti,0.785,235535,0.62,True,https://i.scdn.co/image/e5b4319de870de7b1c6837de4725cea1a98b90ec,0.0,8,0.15,-6.668,1,75,0.254,78.476,4,0.478
144,Nowadays (feat. Landon Cube),Lil Skies,1522917,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,2017-12-29,2018-01-05,0.157,Nowadays (feat. Landon Cube),0.745,203908,0.646,True,https://i.scdn.co/image/e5eea949b07222706328ba45f8fa495e0cac94ef,0.0,6,0.338,-6.987,0,78,0.17,79.993,4,0.46
145,Look At Me!,XXXTENTACION,1521448,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,2017-12-29,2018-01-05,0.259,Revenge,0.763,126346,0.726,True,https://i.scdn.co/image/ce0d627fb1b333c25b956e876c3b7eb158872413,0.0,1,0.0976,-6.405,1,77,0.282,139.059,4,0.349
146,The Other Side,Hugh Jackman,1520494,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,2017-12-29,2018-01-05,0.00433,The Greatest Showman (Original Motion Picture Soundtrack),0.638,214373,0.795,False,https://i.scdn.co/image/4cf8ca7bf42c2ea957a27ef330a6744cda9a34e7,0.00139,0,0.153,-8.45,1,79,0.302,153.99,4,0.31
147,Slow Hands,Niall Horan,1504765,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,2017-12-29,2018-01-05,0.0129,Flicker (Deluxe),0.734,188174,0.418,False,https://i.scdn.co/image/3401a6eb0ca3c13af98c1947295a2deefcd5a056,0.0,0,0.0579,-6.678,1,21,0.0425,85.909,4,0.868
148,Fake Love,Drake,1502167,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-12-29,2018-01-05,0.108,More Life,0.927,210937,0.488,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0,9,0.196,-9.433,0,75,0.42,133.987,4,0.605
149,The Weekend - Funk Wav Remix,SZA,1493110,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2017-12-29,2018-01-05,0.495,The Weekend (Funk Wav Remix),0.775,171806,0.573,False,https://i.scdn.co/image/ff66d428466bb47f87d86264bd35b83538d389c2,0.0,11,0.126,-4.933,1,75,0.0585,101.925,4,0.667
150,Motorcycle Patches,Huncho Jack,1469931,https://open.spotify.com/track/7g7raxdQpiLZT7aOlib4S1,2017-12-29,2018-01-05,0.0158,"Huncho Jack, Jack Huncho",0.87,191410,0.656,True,https://i.scdn.co/image/7f7752d5f3b82c988cd7ad0a57bf413fc9f46d15,0.0,8,0.106,-5.081,1,70,0.117,162.835,4,0.416
151,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1466002,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,2017-12-29,2018-01-05,0.68,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix],0.749,268864,0.671,True,https://i.scdn.co/image/889fe8c712ff80728385e06ef58137e449f9cefb,0.0,6,0.167,-5.151,1,65,0.0599,81.994,4,0.756
152,Unforgettable,Thomas Rhett,1451303,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,2017-12-29,2018-01-05,0.032,Life Changes,0.663,157080,0.738,False,https://i.scdn.co/image/91302a72b1f5e845c4ad878cbbc0a22062d72441,0.000225,7,0.0856,-5.48,1,72,0.0303,130.02,4,0.825
153,Caroline,Aminé,1419687,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,2017-12-29,2018-01-05,0.17,Good For You,0.941,209640,0.335,True,https://i.scdn.co/image/aa6ba8faab505ef500fcef0f443941578b62e84d,0.0,5,0.262,-10.179,0,76,0.505,120.041,4,0.707
154,KOODA,6ix9ine,1411427,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,2017-12-29,2018-01-05,0.157,KOODA,0.888,142582,0.65,True,https://i.scdn.co/image/4dacf41a44de0d3e6e5d061b1d59587c3accd3e6,0.0,1,0.225,-4.497,1,60,0.334,91.222,4,0.173
155,Issues,Julia Michaels,1403101,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,2017-12-29,2018-01-05,0.401,Nervous System,0.728,176320,0.415,False,https://i.scdn.co/image/91efdfe9321af7589d8c01f2e382cbce349ea372,0.0,8,0.0616,-6.852,1,74,0.0639,114.145,4,0.455
156,Love Scars,Trippie Redd,1401127,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,2017-12-29,2018-01-05,0.000404,A Love Letter To You,0.659,143969,0.614,True,https://i.scdn.co/image/32b7711db3ac1d777682faba248f3471abaa7519,0.0,9,0.123,-7.32,0,77,0.0541,119.405,4,0.26
157,Greatest Love Story,LANCO,1399646,https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z,2017-12-29,2018-01-05,0.38,LANCO - EP,0.665,222400,0.621,False,https://i.scdn.co/image/042e43d22fbc004e43e65551a83d3f8772801c1b,0.0,10,0.119,-8.571,1,15,0.0524,147.975,4,0.632
158,beibs in the trap,Travis Scott,1397957,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,2017-12-29,2018-01-05,0.24,Birds In The Trap Sing McKnight,0.743,213863,0.571,True,https://i.scdn.co/image/ea447323073c2208e8cf64b0fc3250cc37c71c6c,0.0,7,0.291,-6.054,0,73,0.145,119.054,4,0.495
159,Broccoli (feat. Lil Yachty),DRAM,1394575,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-12-29,2018-01-05,0.236,Big Baby DRAM,0.886,225205,0.525,True,https://i.scdn.co/image/fef5f97d2ba8286606de081d6c9608301a30b072,0.0,8,0.057,-7.39,1,71,0.131,145.99,4,0.708
